,Price Option Lookup,,,,Pricing Unit,,,,,
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-2SLIDE,CINEMA000012SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-3ADFILM,CINEMA000012SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-3ADFILM,CINEMA000012SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-3SLIDE,CINEMA000012SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-3SLIDE,CINEMA000012SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-4ADFILM,CINEMA000012SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-4ADFILM,CINEMA000012SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-4SLIDE,CINEMA000012SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox City Mall Raipur, Raipur, Chhattisgarh",CINEMA000012,SCREEN-4SLIDE,CINEMA000012SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-1ADFILM,CINEMA000013SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-1ADFILM,CINEMA000013SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-1SLIDE,CINEMA000013SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-1SLIDE,CINEMA000013SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-2ADFILM,CINEMA000013SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-2ADFILM,CINEMA000013SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-2SLIDE,CINEMA000013SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-2SLIDE,CINEMA000013SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-3ADFILM,CINEMA000013SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-3ADFILM,CINEMA000013SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-3SLIDE,CINEMA000013SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-3SLIDE,CINEMA000013SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-4ADFILM,CINEMA000013SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-4ADFILM,CINEMA000013SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-4SLIDE,CINEMA000013SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Raipur, Raipur, Chhattisgarh",CINEMA000013,SCREEN-4SLIDE,CINEMA000013SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-1ADFILM,CINEMA000016SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-1ADFILM,CINEMA000016SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-1SLIDE,CINEMA000016SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-1SLIDE,CINEMA000016SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-2ADFILM,CINEMA000016SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-2ADFILM,CINEMA000016SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-2SLIDE,CINEMA000016SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-2SLIDE,CINEMA000016SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-3ADFILM,CINEMA000016SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-3ADFILM,CINEMA000016SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-3SLIDE,CINEMA000016SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-3SLIDE,CINEMA000016SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-4ADFILM,CINEMA000016SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-4ADFILM,CINEMA000016SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-4SLIDE,CINEMA000016SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Shriram, Dhanbad, Jharkhand",CINEMA000016,SCREEN-4SLIDE,CINEMA000016SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-1ADFILM,CINEMA000017SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-1ADFILM,CINEMA000017SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-1SLIDE,CINEMA000017SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-1SLIDE,CINEMA000017SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-2ADFILM,CINEMA000017SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-2ADFILM,CINEMA000017SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-2SLIDE,CINEMA000017SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-2SLIDE,CINEMA000017SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-3ADFILM,CINEMA000017SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-3ADFILM,CINEMA000017SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-3SLIDE,CINEMA000017SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-3SLIDE,CINEMA000017SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-4ADFILM,CINEMA000017SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-4ADFILM,CINEMA000017SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-4SLIDE,CINEMA000017SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Nucleus Mall-Ranchi, Ranchi, Jharkhand",CINEMA000017,SCREEN-4SLIDE,CINEMA000017SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-1ADFILM,CINEMA000019SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-1ADFILM,CINEMA000019SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-1SLIDE,CINEMA000019SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-1SLIDE,CINEMA000019SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-2ADFILM,CINEMA000019SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-2ADFILM,CINEMA000019SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-2SLIDE,CINEMA000019SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-2SLIDE,CINEMA000019SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-3ADFILM,CINEMA000019SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-3ADFILM,CINEMA000019SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-3SLIDE,CINEMA000019SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-3SLIDE,CINEMA000019SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-4ADFILM,CINEMA000019SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-4ADFILM,CINEMA000019SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-4SLIDE,CINEMA000019SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Dn Regalia, Patrapara, Bhubaneshwar, Odisha",CINEMA000019,SCREEN-4SLIDE,CINEMA000019SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-1ADFILM,CINEMA000020SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-1ADFILM,CINEMA000020SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-1SLIDE,CINEMA000020SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-1SLIDE,CINEMA000020SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-2ADFILM,CINEMA000020SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-2ADFILM,CINEMA000020SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-2SLIDE,CINEMA000020SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-2SLIDE,CINEMA000020SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-3ADFILM,CINEMA000020SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-3ADFILM,CINEMA000020SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-3SLIDE,CINEMA000020SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Symphony Mall, Rudrapur, Bhubaneswar, Odisha",CINEMA000020,SCREEN-3SLIDE,CINEMA000020SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-1ADFILM,CINEMA000021SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-1ADFILM,CINEMA000021SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-1SLIDE,CINEMA000021SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-1SLIDE,CINEMA000021SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-2ADFILM,CINEMA000021SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-2ADFILM,CINEMA000021SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-2SLIDE,CINEMA000021SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-2SLIDE,CINEMA000021SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-3ADFILM,CINEMA000021SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-3ADFILM,CINEMA000021SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-3SLIDE,CINEMA000021SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-3SLIDE,CINEMA000021SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-4ADFILM,CINEMA000021SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-4ADFILM,CINEMA000021SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-4SLIDE,CINEMA000021SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Utkal Galleria Bhubneshwar, Bhubaneswar, Odisha",CINEMA000021,SCREEN-4SLIDE,CINEMA000021SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-1ADFILM,CINEMA000022SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-1ADFILM,CINEMA000022SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-1SLIDE,CINEMA000022SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-1SLIDE,CINEMA000022SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-2ADFILM,CINEMA000022SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-2ADFILM,CINEMA000022SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-2SLIDE,CINEMA000022SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-2SLIDE,CINEMA000022SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-3ADFILM,CINEMA000022SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-3ADFILM,CINEMA000022SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-3SLIDE,CINEMA000022SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-3SLIDE,CINEMA000022SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-4ADFILM,CINEMA000022SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-4ADFILM,CINEMA000022SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-4SLIDE,CINEMA000022SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Inox Sgbl Square Mall, Cuttack, Odisha",CINEMA000022,SCREEN-4SLIDE,CINEMA000022SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-1ADFILM,CINEMA000023SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-1ADFILM,CINEMA000023SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-1SLIDE,CINEMA000023SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-1SLIDE,CINEMA000023SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-2ADFILM,CINEMA000023SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-2ADFILM,CINEMA000023SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-2SLIDE,CINEMA000023SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-2SLIDE,CINEMA000023SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-3ADFILM,CINEMA000023SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-3ADFILM,CINEMA000023SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-3SLIDE,CINEMA000023SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-3SLIDE,CINEMA000023SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-4ADFILM,CINEMA000023SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-4ADFILM,CINEMA000023SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-4SLIDE,CINEMA000023SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-4SLIDE,CINEMA000023SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-5ADFILM,CINEMA000023SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-5ADFILM,CINEMA000023SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-5SLIDE,CINEMA000023SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-5SLIDE,CINEMA000023SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-6ADFILM,CINEMA000023SCREEN-6ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-6ADFILM,CINEMA000023SCREEN-6ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-6SLIDE,CINEMA000023SCREEN-6SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Forum Galleria Mall, Rourkela, Odisha",CINEMA000023,SCREEN-6SLIDE,CINEMA000023SCREEN-6SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-1ADFILM,CINEMA000024SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-1ADFILM,CINEMA000024SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-1SLIDE,CINEMA000024SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-1SLIDE,CINEMA000024SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-2ADFILM,CINEMA000024SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-2ADFILM,CINEMA000024SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-2SLIDE,CINEMA000024SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-2SLIDE,CINEMA000024SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"Pvr Plutone Rourkela Odisha, Rourkela, Odisha",CINEMA000024,SCREEN-3ADFILM,CINEMA000024SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
